ticker,market,date,dividend,split_ratio,raw_overnight_gap_pct,adjusted_overnight_gap_pct,absolute_gap_reduction_pct_point,raw_smma200_change_pct,adjusted_smma200_change_pct,smma200_jump_reduction_pct_point
PG,US,2025-10-24,1.057,0.0,2.7528,3.4713,-0.7185,-0.025702,-0.015133,0.010569
PG,US,2026-01-23,1.057,0.0,0.607,1.3213,-0.7143,-0.020959,-0.009479,0.011479
PG,US,2026-04-24,1.089,0.0,4.3236,5.1092,-0.7856,-0.022536,-0.010504,0.012032
PG,US,2026-07-24,1.089,0.0,-0.3538,0.39,-0.0362,-0.018165,-0.005532,0.012633
BAC,US,2023-08-31,0.24,0.0,-0.3788,0.4514,-0.0726,,,
BAC,US,2023-11-30,0.24,0.0,-0.3299,0.4656,-0.1357,,,
BAC,US,2024-02-29,0.24,0.0,0.0583,0.7631,-0.7048,,,
BAC,US,2024-06-07,0.24,0.0,-1.0579,-0.4562,0.6018,0.11008,0.118853,-0.008774
BAC,US,2024-09-06,0.26,0.0,-0.9218,-0.2758,0.6459,0.060066,0.06929,-0.009224
BAC,US,2024-12-06,0.26,0.0,0.1277,0.6846,-0.557,0.1342,0.144846,-0.010646
BAC,US,2025-03-07,0.26,0.0,-0.3618,0.267,0.0948,0.02939,0.038939,-0.009549
BAC,US,2025-06-06,0.26,0.0,0.6985,1.2919,-0.5934,0.066953,0.077652,-0.010699
BAC,US,2025-09-05,0.28,0.0,-0.3556,0.1987,0.1569,0.096496,0.107655,-0.011159
BAC,US,2025-12-05,0.28,0.0,-0.4247,0.0928,0.3319,0.106082,0.116937,-0.010855
BAC,US,2026-03-06,0.28,0.0,-2.5296,-1.9786,0.551,0.018413,0.027833,-0.009421
BAC,US,2026-06-05,0.28,0.0,0.0,0.5196,-0.5196,0.060812,0.07099,-0.010178
HD,US,2023-08-30,2.09,0.0,-0.419,0.2169,0.202,,,
HD,US,2023-11-29,2.09,0.0,0.2298,0.9028,-0.673,,,
HD,US,2024-03-06,2.25,0.0,0.0211,0.6193,-0.5982,,,
HD,US,2024-05-30,2.25,0.0,0.1074,0.8033,-0.6959,-0.00866,-0.001504,0.007156
HD,US,2024-08-29,2.25,0.0,-0.0215,0.5858,-0.5643,0.040432,0.049387,-0.008955
HD,US,2024-11-27,2.25,0.0,-0.2142,0.3113,-0.0971,0.100541,0.110633,-0.010093
HD,US,2025-03-13,2.3,0.0,-0.7732,-0.1435,0.6297,-0.029911,-0.021567,0.008345
HD,US,2025-06-05,2.3,0.0,-0.3786,0.2405,0.1382,0.002539,0.01238,-0.00984
HD,US,2025-09-04,2.3,0.0,0.1962,0.7647,-0.5684,0.05557,0.06663,-0.011061
HD,US,2025-12-04,2.3,0.0,-0.4526,0.1912,0.2614,-0.030521,-0.02076,0.009761
HD,US,2026-03-12,2.33,0.0,-1.3681,-0.7087,0.6594,-0.044914,-0.03504,0.009875
HD,US,2026-06-04,2.33,0.0,1.5529,2.3146,-0.7617,-0.069877,-0.05942,0.010457
CVX,US,2023-08-17,1.51,0.0,0.3467,1.3111,-0.9644,,,
CVX,US,2023-11-16,1.51,0.0,-1.745,-0.715,1.03,,,
CVX,US,2024-02-15,1.63,0.0,-0.7284,0.3548,0.3736,,,
CVX,US,2024-05-16,1.63,0.0,-0.9322,0.0682,0.8641,0.017608,0.029397,-0.011789
CVX,US,2024-08-19,1.63,0.0,-0.8556,0.2541,0.6015,-0.02738,-0.014228,0.013152
CVX,US,2024-11-18,1.63,0.0,-0.5328,0.4819,0.0509,0.023435,0.039495,-0.01606
CVX,US,2025-02-14,1.71,0.0,-0.5132,0.5902,-0.077,0.005484,0.02266,-0.017175
CVX,US,2025-05-19,1.71,0.0,-1.8508,-0.6553,1.1955,-0.045284,-0.028399,0.016884
CVX,US,2025-08-19,1.71,0.0,-1.1975,-0.0976,1.0999,0.002912,0.02225,-0.019338
CVX,US,2025-11-18,1.71,0.0,-1.4985,-0.3984,1.1001,0.004201,0.023792,-0.019591
CVX,US,2026-02-17,1.78,0.0,-0.2395,0.7364,-0.4969,0.083734,0.105971,-0.022237
CVX,US,2026-05-19,1.78,0.0,-0.6068,0.3036,0.3032,0.098569,0.119534,-0.020965
MRK,US,2023-09-14,0.73,0.0,-0.1113,0.5697,-0.4584,,,
MRK,US,2023-12-14,0.77,0.0,-0.4015,0.3197,0.0817,,,
MRK,US,2024-03-14,0.77,0.0,-0.6876,-0.0577,0.6299,,,
MRK,US,2024-06-17,0.77,0.0,-0.9808,-0.3885,0.5924,0.050155,0.05796,-0.007805
MRK,US,2024-09-16,0.77,0.0,-0.0518,0.6169,-0.5651,0.003706,0.012273,-0.008567
MRK,US,2024-12-16,0.81,0.0,-0.7353,0.0593,0.676,-0.060749,-0.05164,0.009109
MRK,US,2025-03-17,0.81,0.0,-0.9728,-0.1173,0.8555,-0.064641,-0.05386,0.010781
MRK,US,2025-06-16,0.81,0.0,-1.0158,-0.0247,0.9911,-0.100722,-0.088946,0.011776
MRK,US,2025-09-15,0.81,0.0,-0.8453,0.1342,0.7112,-0.079397,-0.065643,0.013754
MRK,US,2025-12-15,0.85,0.0,-0.3091,0.543,-0.2339,0.029765,0.047087,-0.017321
MRK,US,2026-03-16,0.85,0.0,-0.2335,0.5054,-0.2719,0.079757,0.097291,-0.017534
MRK,US,2026-06-15,0.85,0.0,-0.2856,0.4315,-0.1459,0.05183,0.067413,-0.015583
ABBV,US,2023-10-12,1.48,0.0,-0.8102,0.1826,0.6276,,,
ABBV,US,2024-01-12,1.55,0.0,-0.6289,0.3205,0.3084,,,
ABBV,US,2024-04-12,1.55,0.0,-1.8326,-0.9158,0.9168,,,
ABBV,US,2024-07-15,1.55,0.0,-0.8046,0.1067,0.6979,0.027288,0.039056,-0.011768
ABBV,US,2024-10-15,1.55,0.0,-0.4702,0.3246,0.1457,0.070507,0.083781,-0.013274
ABBV,US,2025-01-15,1.64,0.0,-1.1564,-0.2242,0.9321,-0.000581,0.0125,-0.011919
ABBV,US,2025-04-15,1.64,0.0,-0.7817,0.1352,0.6465,-0.003485,0.010301,-0.006817
ABBV,US,2025-07-15,1.64,0.0,-0.684,0.1738,0.5102,0.016911,0.031826,-0.014915
ABBV,US,2025-10-15,1.64,0.0,-0.8423,-0.1275,0.7148,0.098744,0.114943,-0.016199
ABBV,US,2026-01-16,1.73,0.0,-0.526,0.2744,0.2516,0.038183,0.052531,-0.014348
ABBV,US,2026-04-15,1.73,0.0,-0.604,0.2206,0.3834,0.009833,0.023874,-0.014041
ABBV,US,2026-07-15,1.73,0.0,-0.5965,0.1111,0.4854,0.083165,0.098803,-0.015638
CRM,US,2024-03-13,0.4,0.0,-0.5283,-0.3984,0.1299,,,
CRM,US,2024-07-09,0.4,0.0,-0.4973,-0.3425,0.1549,0.002556,0.003751,-0.001194
CRM,US,2024-09-18,0.4,0.0,0.3174,0.4749,-0.1575,0.001465,0.003179,-0.001714
CRM,US,2024-12-18,0.4,0.0,1.0058,1.121,-0.1152,0.128648,0.130828,-0.00218
CRM,US,2025-04-10,0.416,0.0,-1.9497,-1.7956,0.1541,-0.044925,-0.043178,0.001747
CRM,US,2025-06-18,0.416,0.0,0.7764,0.9362,-0.1598,-0.033275,-0.031107,0.002169
CRM,US,2025-09-17,0.416,0.0,0.2758,0.4504,-0.1746,-0.054405,-0.052076,0.002329
CRM,US,2025-12-18,0.416,0.0,0.1085,0.27,-0.1616,-0.012688,-0.010012,0.002676
CRM,US,2026-04-09,0.44,0.0,-1.8144,-1.5688,0.2456,-0.154642,-0.152384,0.002258
CRM,US,2026-06-11,0.44,0.0,-1.5504,-1.2963,0.2541,-0.144551,-0.141661,0.00289
KO,US,2023-09-14,0.46,0.0,-0.3422,0.4484,-0.1062,,,
KO,US,2023-11-30,0.46,0.0,-0.4637,0.3289,0.1348,,,
KO,US,2024-03-14,0.485,0.0,-0.8835,-0.0907,0.7928,,,
KO,US,2024-06-14,0.485,0.0,-0.9684,-0.2,0.7684,0.025812,0.035157,-0.009345
KO,US,2024-09-13,0.485,0.0,-0.5475,0.1343,0.4133,0.079885,0.091169,-0.011284
KO,US,2024-11-29,0.485,0.0,-0.6364,0.1173,0.5191,0.0089,0.020167,-0.011267
KO,US,2025-03-14,0.51,0.0,-1.5944,-0.8682,0.7262,0.043163,0.05555,-0.012387
KO,US,2025-06-13,0.51,0.0,-0.6506,0.0558,0.5948,0.040397,0.05295,-0.012553
KO,US,2025-09-15,0.51,0.0,-0.4925,0.2707,0.2218,-0.003846,0.008245,-0.004398
KO,US,2025-12-01,0.51,0.0,-0.7112,-0.0138,0.6974,0.035067,0.048708,-0.013641
KO,US,2026-03-13,0.53,0.0,-0.1804,0.506,-0.3256,0.057934,0.071474,-0.013539
KO,US,2026-06-15,0.53,0.0,-1.864,-1.2304,0.6336,0.063786,0.077006,-0.013221
ACN,US,2023-10-11,1.29,0.0,0.0,0.4148,-0.4148,,,
ACN,US,2024-01-17,1.29,0.0,-0.7756,-0.4133,0.3623,,,
ACN,US,2024-04-10,1.29,0.0,-1.8239,-1.4438,0.3801,,,
ACN,US,2024-07-11,1.29,0.0,0.0,0.4386,-0.4386,-0.043343,-0.038801,0.004543
ACN,US,2024-10-10,1.48,0.0,-0.4163,-0.011,0.4053,0.048675,0.05484,-0.006165
ACN,US,2025-01-16,1.48,0.0,-0.1773,0.2469,-0.0697,0.01954,0.025842,-0.006301
ACN,US,2025-04-10,1.48,0.0,-2.4905,-2.007,0.4835,-0.079452,-0.073566,0.005887
ACN,US,2025-07-10,1.48,0.0,-1.8023,-1.3112,0.4911,-0.0634,-0.056586,0.006813
ACN,US,2026-04-09,1.63,0.0,-1.5941,-0.7596,0.8345,-0.1637,-0.158406,0.005294
ACN,US,2026-07-09,1.63,0.0,-4.5557,-3.4081,1.1476,-0.218901,-0.211861,0.00704
PEP,US,2023-08-31,1.265,0.0,-0.9609,-0.2642,0.6967,,,
PEP,US,2023-11-30,1.265,0.0,-0.6281,0.1296,0.4985,,,
PEP,US,2024-02-29,1.265,0.0,-0.4909,0.2685,0.2225,,,
PEP,US,2024-06-07,1.355,0.0,-0.9815,-0.2008,0.7808,-0.001587,0.006975,-0.005388
PEP,US,2024-09-06,1.355,0.0,-1.0374,-0.2838,0.7536,0.017914,0.028413,-0.010499
PEP,US,2024-12-06,1.355,0.0,-0.7103,0.1351,0.5752,-0.037147,-0.026347,0.010799
PEP,US,2025-03-07,1.355,0.0,-0.8796,-0.0033,0.8764,-0.032637,-0.020149,0.012488
PEP,US,2025-06-06,1.423,0.0,-0.6559,0.4341,0.2218,-0.08891,-0.075994,0.012917
PEP,US,2025-09-05,1.423,0.0,-0.6059,0.3664,0.2395,-0.022929,-0.006914,0.016015
PEP,US,2025-12-05,1.423,0.0,-0.8781,0.0914,0.7867,-0.020734,-0.004198,0.016536
PEP,US,2026-03-06,1.423,0.0,-1.5246,-0.6448,0.8798,0.024424,0.042371,-0.017947
PEP,US,2026-06-05,1.48,0.0,-0.4151,0.6327,-0.2176,-0.033974,-0.017447,0.016527
TMO,US,2023-09-14,0.35,0.0,0.828,0.8971,-0.0691,,,
TMO,US,2023-12-14,0.35,0.0,2.1213,2.1903,-0.069,,,
TMO,US,2024-03-14,0.39,0.0,-0.3944,-0.3289,0.0655,,,
TMO,US,2024-06-14,0.39,0.0,0.0402,0.1083,-0.0682,0.032328,0.03314,-0.000811
TMO,US,2024-09-13,0.39,0.0,0.1107,0.1743,-0.0636,0.055502,0.056461,-0.000959
TMO,US,2024-12-13,0.39,0.0,-0.2571,-0.183,0.0741,-0.024225,-0.023279,0.000946
TMO,US,2025-03-14,0.43,0.0,0.2162,0.3009,-0.0848,-0.02628,-0.025178,0.001102
TMO,US,2025-06-13,0.43,0.0,-1.1942,-1.0918,0.1024,-0.112627,-0.111529,0.001098
TMO,US,2025-09-15,0.43,0.0,-0.1418,-0.0522,0.0896,-0.027959,-0.026526,0.001433
TMO,US,2025-12-15,0.43,0.0,0.3407,0.4162,-0.0754,0.05868,0.0603,-0.00162
TMO,US,2026-03-13,0.47,0.0,0.6388,0.7383,-0.0995,-0.059492,-0.058132,0.00136
TMO,US,2026-06-15,0.47,0.0,0.2003,0.3007,-0.1004,-0.038887,-0.037365,0.001523
LIN,US,2023-09-01,1.275,0.0,0.5452,0.8775,-0.3323,,,
LIN,US,2023-12-01,1.275,0.0,-0.319,-0.0109,0.3081,,,
LIN,US,2024-03-13,1.39,0.0,-0.3203,-0.0255,0.2948,,,
LIN,US,2024-06-04,1.39,0.0,-0.6953,-0.3765,0.3188,0.022912,0.026534,-0.003622
LIN,US,2024-09-04,1.39,0.0,0.4556,0.7511,-0.2954,0.059662,0.064073,-0.004411
LIN,US,2024-12-03,1.39,0.0,0.4808,0.7855,-0.3048,0.027805,0.032356,-0.004551
LIN,US,2025-03-13,1.5,0.0,-0.3834,-0.0511,0.3323,0.018581,0.023488,-0.004907
LIN,US,2025-06-04,1.5,0.0,-0.1441,0.1743,-0.0302,0.036807,0.042301,-0.005495
LIN,US,2025-09-04,1.5,0.0,-0.2162,0.1021,0.1141,0.025676,0.031208,-0.005531
LIN,US,2025-12-03,1.5,0.0,-0.1101,0.2578,-0.1477,-0.043484,-0.038287,0.005197
LIN,US,2026-03-11,1.6,0.0,-0.1632,0.1721,-0.0089,0.03562,0.041785,-0.006166
LIN,US,2026-06-04,1.6,0.0,0.2049,0.5218,-0.3169,0.04855,0.05485,-0.0063
MCD,US,2023-08-31,1.52,0.0,-0.3624,0.1733,0.189,,,
MCD,US,2023-11-30,1.67,0.0,0.0143,0.6135,-0.5993,,,
MCD,US,2024-02-29,1.67,0.0,-0.3354,0.2317,0.1037,,,
MCD,US,2024-06-03,1.67,0.0,-0.3708,0.276,0.0948,-0.034441,-0.028087,0.006354
MCD,US,2024-09-03,1.67,0.0,-0.7968,-0.2195,0.5773,0.018918,0.027186,-0.008268
MCD,US,2024-12-02,1.77,0.0,-0.8479,-0.2515,0.5964,0.01967,0.028708,-0.009038
MCD,US,2025-03-03,1.77,0.0,-0.0714,0.5056,-0.4343,0.033999,0.043879,-0.00988
MCD,US,2025-06-02,1.77,0.0,-0.9941,-0.4326,0.5615,0.035228,0.04531,-0.010082
MCD,US,2025-09-02,1.77,0.0,-0.1563,0.4106,-0.2543,0.035626,0.045961,-0.010335
MCD,US,2025-12-01,1.86,0.0,-0.7504,-0.1549,0.5956,0.010285,0.020467,-0.010181
MCD,US,2026-03-03,1.86,0.0,-1.4127,-0.862,0.5507,0.048969,0.059929,-0.010959
MCD,US,2026-06-02,1.86,0.0,-1.0068,-0.3355,0.6714,-0.041882,-0.032076,0.009806
CSCO,US,2023-10-03,0.39,0.0,-0.9744,-0.2593,0.7152,,,
CSCO,US,2024-01-03,0.39,0.0,-0.6731,0.0998,0.5734,,,
CSCO,US,2024-04-03,0.4,0.0,-1.1345,-0.3268,0.8077,,,
CSCO,US,2024-07-05,0.4,0.0,-1.4016,-0.5569,0.8447,-0.037604,-0.028353,0.009251
CSCO,US,2024-10-02,0.4,0.0,-0.6447,0.1146,0.53,0.025772,0.03758,-0.011808
CSCO,US,2025-01-03,0.4,0.0,-0.4399,0.2385,0.2014,0.06536,0.078069,-0.012708
CSCO,US,2025-04-03,0.41,0.0,-3.9469,-3.3057,0.6413,0.024949,0.036743,-0.011793
CSCO,US,2025-07-03,0.41,0.0,-0.5977,0.0,0.5977,0.112981,0.126398,-0.013417
CSCO,US,2025-10-03,0.41,0.0,-0.527,0.0736,0.4534,0.068347,0.080319,-0.011972
CSCO,US,2026-01-02,0.41,0.0,-0.4933,0.0392,0.4542,0.09649,0.108304,-0.011814
CSCO,US,2026-04-02,0.42,0.0,-1.5398,-1.0063,0.5335,0.084045,0.095192,-0.011147
CSCO,US,2026-07-06,0.42,0.0,0.3195,0.6948,-0.3753,0.228733,0.240203,-0.01147
PM,US,2023-09-26,1.3,0.0,-1.9313,-0.5518,1.3795,,,
PM,US,2023-12-20,1.3,0.0,-1.6165,-0.2554,1.361,,,
PM,US,2024-03-20,1.3,0.0,-1.6214,-0.2562,1.3652,,,
PM,US,2024-06-21,1.3,0.0,-1.2945,-0.01,1.2845,0.030029,0.046922,-0.016893
PM,US,2024-09-26,1.35,0.0,-1.2244,-0.1163,1.1081,0.102467,0.122133,-0.019666
PM,US,2024-12-26,1.35,0.0,-1.1553,-0.0576,1.0977,0.066738,0.085642,-0.018904
PM,US,2025-03-20,1.35,0.0,-1.024,-0.1504,0.8737,0.161526,0.182877,-0.021351
PM,US,2025-06-27,1.35,0.0,-1.0185,-0.2733,0.7452,0.190099,0.209149,-0.01905
PM,US,2025-10-03,1.47,0.0,-1.3362,-0.4091,0.9271,0.040549,0.055445,-0.014896
PM,US,2025-12-26,1.47,0.0,-0.9038,0.0,0.9038,0.055539,0.071822,-0.016282
PM,US,2026-03-19,1.47,0.0,-1.1557,-0.2733,0.8824,0.036446,0.052546,-0.0161
PM,US,2026-06-25,1.47,0.0,-1.4823,-0.6655,0.8168,0.066112,0.082494,-0.016382
DIS,US,2023-12-08,0.3,0.0,-0.314,0.0109,0.3032,,,
DIS,US,2024-07-08,0.45,0.0,-0.3061,0.1538,0.1524,0.002086,0.004975,-0.002889
DIS,US,2024-12-16,0.5,0.0,-0.3,0.1418,0.1582,0.074349,0.078761,-0.004412
DIS,US,2025-06-24,0.5,0.0,0.0,0.4264,-0.4264,0.08553,0.090309,-0.004779
DIS,US,2025-12-15,0.75,0.0,-0.8065,-0.1353,0.6711,0.016905,0.02259,-0.005684
DIS,US,2026-06-30,0.75,0.0,-1.2369,-0.4802,0.7568,-0.043641,-0.03754,0.006101
TXN,US,2023-07-28,1.24,0.0,0.4389,1.1446,-0.7057,,,
TXN,US,2023-10-30,1.3,0.0,-1.5721,-0.6699,0.9022,,,
TXN,US,2024-01-30,1.3,0.0,-1.8911,-1.1169,0.7742,,,
TXN,US,2024-05-07,1.3,0.0,0.1101,0.8316,-0.7216,,,
TXN,US,2024-07-31,1.3,0.0,1.7265,2.3887,-0.6622,0.091966,0.102401,-0.010435
TXN,US,2024-10-31,1.36,0.0,0.0144,0.6729,-0.6585,0.063088,0.073641,-0.010553
TXN,US,2025-01-31,1.36,0.0,-0.8042,-0.0707,0.7336,0.000796,0.01128,-0.010484
TXN,US,2025-04-30,1.36,0.0,-2.7368,-1.9071,0.8298,-0.060064,-0.049415,0.010649
TXN,US,2025-07-31,1.36,0.0,-1.7835,-1.0736,0.7099,-0.012181,-0.000213,0.011968
TXN,US,2025-10-31,1.42,0.0,-1.3395,-0.4589,0.8806,-0.06367,-0.052007,0.011663
TXN,US,2026-01-30,1.42,0.0,-1.329,-0.6849,0.6441,0.088446,0.103987,-0.015541
TXN,US,2026-05-05,1.42,0.0,-0.1388,0.3686,-0.2297,0.228144,0.24498,-0.016835
ABT,US,2023-10-12,0.51,0.0,-0.421,0.1302,0.2907,,,
ABT,US,2024-01-11,0.55,0.0,-0.9965,-0.5182,0.4783,,,
ABT,US,2024-04-12,0.55,0.0,-1.0588,-0.5681,0.4907,,,
ABT,US,2024-07-15,0.55,0.0,-0.2783,0.2508,0.0275,-0.014516,-0.008516,0.006
ABT,US,2024-10-15,0.55,0.0,-0.4264,0.0428,0.3836,0.03924,0.046528,-0.007288
ABT,US,2025-01-15,0.59,0.0,-0.7698,-0.249,0.5207,0.006519,0.014107,-0.007588
ABT,US,2025-04-15,0.59,0.0,-0.2657,0.1963,0.0694,0.049292,0.057594,-0.008302
ABT,US,2025-07-15,0.59,0.0,-0.0985,0.35,-0.2515,0.04946,0.0578,-0.00834
ABT,US,2025-10-15,0.59,0.0,-3.9469,-3.5198,0.4271,0.026484,0.03444,-0.007956
ABT,US,2026-01-15,0.63,0.0,-0.48,0.0241,0.4559,-0.001136,0.006855,-0.005719
ABT,US,2026-04-15,0.63,0.0,-0.2771,0.3485,-0.0714,-0.076582,-0.068756,0.007826
ABT,US,2026-07-15,0.63,0.0,-1.0904,-0.3849,0.7055,-0.101353,-0.092707,0.008645
DHR,US,2023-10-02,0.0,1.128,-0.4214,-0.4214,-0.0,,,
DHR,US,2023-10-11,0.27,0.0,-0.5167,-0.3937,0.123,,,
DHR,US,2023-12-28,0.24,0.0,0.4896,0.5933,-0.1037,,,
DHR,US,2024-03-27,0.27,0.0,0.5554,0.6648,-0.1094,,,
DHR,US,2024-06-28,0.27,0.0,-0.6474,-0.5408,0.1067,0.03262,0.033976,-0.001356
DHR,US,2024-09-27,0.27,0.0,0.2022,0.3,-0.0978,0.067348,0.06892,-0.001572
DHR,US,2024-12-27,0.27,0.0,-0.8129,-0.6969,0.1159,-0.025794,-0.024285,0.001509
DHR,US,2025-03-28,0.32,0.0,-0.019,0.1335,-0.1144,-0.06573,-0.064021,0.00171
DHR,US,2025-06-27,0.32,0.0,0.2929,0.4524,-0.1596,-0.059398,-0.057361,0.002037
DHR,US,2025-09-26,0.32,0.0,0.1598,0.3368,-0.1769,-0.076944,-0.074722,0.002221
DHR,US,2025-12-26,0.32,0.0,0.0302,0.1687,-0.1385,0.027117,0.029865,-0.002748
DHR,US,2026-03-27,0.4,0.0,-1.7655,-1.5561,0.2094,-0.082255,-0.079758,0.002497
DHR,US,2026-06-26,0.4,0.0,-0.1967,0.0104,0.1863,-0.02735,-0.0242,0.003149
AMGN,US,2023-08-17,2.13,0.0,-0.4339,0.3728,0.0612,,,
AMGN,US,2023-11-16,2.13,0.0,-0.1538,0.6312,-0.4774,,,
AMGN,US,2024-02-15,2.25,0.0,-0.755,0.0209,0.7341,,,
AMGN,US,2024-05-16,2.25,0.0,-1.3823,-0.6818,0.7004,0.069864,0.079025,-0.009161
AMGN,US,2024-08-16,2.25,0.0,-0.5347,0.1578,0.3769,0.059126,0.069329,-0.010203
AMGN,US,2024-11-18,2.25,0.0,-1.4915,-0.7037,0.7878,-0.030715,-0.020964,0.009751
AMGN,US,2025-02-14,2.38,0.0,-0.7476,0.0543,0.6933,-0.001072,0.010834,-0.009762
AMGN,US,2025-05-16,2.38,0.0,-0.3791,0.5013,-0.1222,-0.034722,-0.022522,0.0122
AMGN,US,2025-08-22,2.38,0.0,-0.0913,0.7192,-0.6279,0.002493,0.016008,-0.013515
AMGN,US,2025-11-21,2.38,0.0,-0.3571,0.3536,0.0034,0.074386,0.089628,-0.015242
AMGN,US,2026-02-13,2.52,0.0,-0.9667,-0.2805,0.6862,0.105738,0.121637,-0.015899
AMGN,US,2026-05-15,2.52,0.0,0.0,0.7551,-0.7551,0.013093,0.026377,-0.013283
NEE,US,2023-08-29,0.468,0.0,-0.3528,0.3375,0.0153,,,
NEE,US,2023-11-22,0.468,0.0,0.0,0.8137,-0.8137,,,
NEE,US,2024-02-26,0.515,0.0,-1.5498,-0.6487,0.9011,,,
NEE,US,2024-06-03,0.515,0.0,-0.6498,-0.0063,0.6436,0.121707,0.132077,-0.01037
NEE,US,2024-08-30,0.515,0.0,-0.5498,0.0943,0.4555,0.110704,0.121748,-0.011044
NEE,US,2024-11-22,0.515,0.0,-0.168,0.501,-0.333,0.044732,0.055316,-0.010585
NEE,US,2025-02-28,0.567,0.0,0.3027,1.1291,-0.8265,-0.000612,0.010513,-0.009901
NEE,US,2025-06-02,0.567,0.0,-1.2599,-0.461,0.799,0.000985,0.013181,-0.012196
NEE,US,2025-08-28,0.567,0.0,-0.8526,-0.0859,0.7667,0.009036,0.022007,-0.012971
NEE,US,2025-11-21,0.567,0.0,-0.1424,0.5338,-0.3915,0.071238,0.085544,-0.014306
NEE,US,2026-02-27,0.623,0.0,-1.1849,-0.5111,0.6738,0.11301,0.127769,-0.014758
NEE,US,2026-06-05,0.623,0.0,-0.7003,0.027,0.6732,0.030389,0.042852,-0.012463
WFC,US,2023-08-03,0.35,0.0,-0.8647,-0.0894,0.7754,,,
WFC,US,2023-11-02,0.35,0.0,0.3282,1.2226,-0.8944,,,
WFC,US,2024-02-01,0.35,0.0,-0.7174,-0.0201,0.6974,,,
WFC,US,2024-05-09,0.35,0.0,-0.8003,-0.23,0.5703,0.137687,0.145993,-0.008306
WFC,US,2024-08-09,0.4,0.0,-0.8719,-0.1146,0.7573,0.017869,0.026481,-0.008612
WFC,US,2024-11-08,0.4,0.0,0.2721,0.8499,-0.5778,0.159614,0.171056,-0.011443
WFC,US,2025-02-07,0.4,0.0,-0.1842,0.3086,-0.1243,0.188982,0.200402,-0.011419
WFC,US,2025-05-09,0.4,0.0,-0.2319,0.3155,-0.0836,0.084014,0.093882,-0.009868
WFC,US,2025-08-08,0.45,0.0,0.0779,0.6658,-0.5879,0.086834,0.09708,-0.010247
WFC,US,2025-11-07,0.45,0.0,-1.0809,-0.5608,0.5201,0.108026,0.118442,-0.010416
WFC,US,2026-02-06,0.45,0.0,0.8043,1.2997,-0.4954,0.119477,0.12981,-0.010333
WFC,US,2026-05-08,0.45,0.0,-0.2021,0.3684,-0.1663,-0.01183,-0.003221,0.00861
RTX,US,2023-08-17,0.59,0.0,-0.2114,0.4849,-0.2735,,,
RTX,US,2023-11-16,0.59,0.0,-0.1984,0.5372,-0.3388,,,
RTX,US,2024-02-22,0.59,0.0,-0.5432,0.1116,0.4316,,,
RTX,US,2024-05-16,0.63,0.0,-0.8068,-0.2101,0.5967,0.100559,0.108818,-0.008259
RTX,US,2024-08-16,0.63,0.0,-0.414,0.1189,0.2951,0.13851,0.147949,-0.009439
RTX,US,2024-11-15,0.63,0.0,-0.6475,-0.1184,0.5291,0.090105,0.099071,-0.008966
RTX,US,2025-02-21,0.63,0.0,-0.4396,0.0643,0.3754,0.080905,0.089907,-0.009003
RTX,US,2025-05-23,0.68,0.0,-1.6559,-1.1545,0.5014,0.088411,0.097656,-0.009244
RTX,US,2025-08-15,0.68,0.0,-0.5288,-0.0907,0.4381,0.135442,0.145197,-0.009755
RTX,US,2025-11-21,0.68,0.0,-0.2721,0.1221,0.15,0.131618,0.140298,-0.00868
RTX,US,2026-02-20,0.68,0.0,0.0389,0.3712,-0.3323,0.190028,0.198662,-0.008634
RTX,US,2026-05-22,0.73,0.0,0.4319,0.8502,-0.4183,0.052891,0.059851,-0.006959
CAT,US,2023-10-20,1.3,0.0,-0.6248,-0.1113,0.5135,,,
CAT,US,2024-01-19,1.3,0.0,0.149,0.613,-0.464,,,
CAT,US,2024-04-19,1.3,0.0,0.1006,0.4655,-0.3649,,,
CAT,US,2024-07-22,1.41,0.0,0.1064,0.5141,-0.4077,0.07056,0.076106,-0.005546
CAT,US,2024-10-21,1.41,0.0,-0.3986,-0.0408,0.3579,0.110385,0.116683,-0.006298
CAT,US,2025-01-21,1.41,0.0,1.2901,1.6614,-0.3713,0.092462,0.098921,-0.006459
CAT,US,2025-04-21,1.41,0.0,-1.6721,-1.1986,0.4734,-0.077648,-0.072243,0.005405
CAT,US,2025-07-21,1.51,0.0,0.8484,1.2179,-0.3694,0.098203,0.105913,-0.00771
CAT,US,2025-10-20,1.51,0.0,0.4705,0.7592,-0.2887,0.213327,0.221509,-0.008182
CAT,US,2026-01-20,1.51,0.0,-0.7559,-0.5237,0.2322,0.234925,0.24201,-0.007085
CAT,US,2026-04-20,1.51,0.0,-0.4719,-0.2824,0.1895,0.288723,0.294927,-0.006205
CAT,US,2026-07-20,1.63,0.0,1.1042,1.2918,-0.1876,0.202128,0.206755,-0.004627
VZ,US,2023-10-06,0.665,0.0,-2.7656,-0.6901,2.0755,,,
VZ,US,2024-01-09,0.665,0.0,-2.1197,-0.4691,1.6506,,,
VZ,US,2024-04-09,0.665,0.0,-1.6056,-0.0122,1.5934,,,
VZ,US,2024-07-10,0.665,0.0,-1.0169,0.6029,0.414,0.044066,0.065492,-0.021426
VZ,US,2024-10-10,0.678,0.0,-1.5189,0.0184,1.5005,0.050784,0.0746,-0.023816
