ticker,market,kind,profile,signal_date,price,target,return_pct_needed,predicted_confidence,predicted_days,hit,days_to_hit,stop_first,actionable,realized_return_pct,price_bucket,liquidity_bucket,volatility_bucket,average_turnover,atr_pct,next_open_gap_pct,trend_score,downside_risk_score,breakout_probability_pct,volatility_expanding,strategy_eligible
024110.KS,KRX,risk,balanced,2026-03-27,22268.068359375,24475.0,9.91,47.8,34.6,False,,True,True,-2.99,20k_100k,liquid,normal,33682220899.9,3.063,-1.342,2.0,12.0,36.4,False,True
024110.KS,KRX,risk,aggressive,2026-03-27,22268.068359375,26225.0,17.77,42.1,67.1,False,,True,True,-4.58,20k_100k,liquid,normal,33682220899.9,3.063,-1.342,2.0,12.0,36.4,False,True
024110.KS,KRX,pullback,pullback_main,2026-03-27,22268.068359375,27875.0,25.18,63.9,,False,,True,True,-3.87,20k_100k,liquid,normal,33682220899.9,3.063,-1.342,,,,,True
024110.KS,KRX,pullback,pullback_ext,2026-03-27,22268.068359375,30946.0,38.97,43.6,,False,,True,True,-3.87,20k_100k,liquid,normal,33682220899.9,3.063,-1.342,,,,,True
030200.KS,KRX,risk,conservative,2025-06-30,52772.86328125,54000.0,2.33,76.8,5.7,True,1.0,False,True,1.74,20k_100k,liquid,normal,25798701753.93,2.257,0.18,4.0,0.0,91.4,False,True
030200.KS,KRX,risk,balanced,2025-06-30,52772.86328125,56800.0,7.63,49.6,22.6,False,,True,True,-7.67,20k_100k,liquid,normal,25798701753.93,2.257,0.18,4.0,0.0,91.4,False,True
030200.KS,KRX,risk,aggressive,2025-06-30,52772.86328125,60550.0,14.74,44.0,55.0,False,,True,True,-4.59,20k_100k,liquid,normal,25798701753.93,2.257,0.18,4.0,0.0,91.4,False,True
030200.KS,KRX,pullback,pullback_main,2025-06-30,52772.86328125,53531.0,1.44,63.2,,True,1.0,False,True,0.85,20k_100k,liquid,normal,25798701753.93,2.257,0.18,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-06-30,52772.86328125,65944.0,24.96,42.8,,False,,True,True,-5.08,20k_100k,liquid,normal,25798701753.93,2.257,0.18,,,,,True
030200.KS,KRX,risk,conservative,2025-07-21,53625.5703125,55650.0,3.78,73.9,10.7,False,,True,True,-8.42,20k_100k,liquid,normal,27255366841.71,2.524,0.353,3.0,12.0,58.5,False,True
030200.KS,KRX,risk,balanced,2025-07-21,53625.5703125,58500.0,9.09,47.1,33.4,False,,True,True,-3.68,20k_100k,liquid,normal,27255366841.71,2.524,0.353,3.0,12.0,58.5,False,True
030200.KS,KRX,risk,aggressive,2025-07-21,53625.5703125,61400.0,14.5,42.0,66.1,False,,True,True,-4.79,20k_100k,liquid,normal,27255366841.71,2.524,0.353,3.0,12.0,58.5,False,True
030200.KS,KRX,pullback,pullback_main,2025-07-21,53625.5703125,56089.0,4.59,63.3,,False,,True,True,-5.78,20k_100k,liquid,normal,27255366841.71,2.524,0.353,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-07-21,53625.5703125,65611.0,22.35,43.5,,False,,True,True,-5.78,20k_100k,liquid,normal,27255366841.71,2.524,0.353,,,,,True
030200.KS,KRX,risk,conservative,2025-08-11,51819.18359375,53350.0,2.95,69.0,13.0,True,3.0,False,True,1.61,20k_100k,liquid,normal,18736753319.84,2.198,0.924,1.0,42.0,41.2,False,True
030200.KS,KRX,risk,balanced,2025-08-11,51819.18359375,56050.0,8.16,43.5,45.8,False,,True,True,-4.32,20k_100k,liquid,normal,18736753319.84,2.198,0.924,1.0,42.0,41.2,False,True
030200.KS,KRX,risk,aggressive,2025-08-11,51819.18359375,58850.0,13.57,36.8,99.0,False,,True,True,-5.46,20k_100k,liquid,normal,18736753319.84,2.198,0.924,1.0,42.0,41.2,False,True
030200.KS,KRX,pullback,pullback_main,2025-08-11,51819.18359375,56089.0,8.24,64.8,,False,,True,True,-5.67,20k_100k,liquid,normal,18736753319.84,2.198,0.924,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-08-11,51819.18359375,62721.0,21.04,43.6,,False,,True,True,-5.67,20k_100k,liquid,normal,18736753319.84,2.198,0.924,,,,,True
030200.KS,KRX,risk,conservative,2025-09-02,49903.49609375,51050.0,2.3,68.9,11.6,True,3.0,False,True,2.09,20k_100k,liquid,normal,17683866516.89,1.947,-0.192,0.0,64.0,8.0,False,True
030200.KS,KRX,risk,balanced,2025-09-02,49903.49609375,53600.0,7.41,43.2,45.7,False,,True,True,-3.08,20k_100k,liquid,normal,17683866516.89,1.947,-0.192,0.0,64.0,8.0,False,True
030200.KS,KRX,risk,aggressive,2025-09-02,49903.49609375,56250.0,12.72,34.6,103.7,False,,True,True,-4.13,20k_100k,liquid,normal,17683866516.89,1.947,-0.192,0.0,64.0,8.0,False,True
030200.KS,KRX,pullback,pullback_main,2025-09-02,49903.49609375,56089.0,12.39,55.9,,False,,True,True,-4.11,20k_100k,liquid,normal,17683866516.89,1.947,-0.192,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-09-02,49903.49609375,60188.0,20.61,37.7,,False,,True,True,-4.11,20k_100k,liquid,normal,17683866516.89,1.947,-0.192,,,,,True
030200.KS,KRX,risk,conservative,2025-09-24,48658.3046875,49775.0,2.29,65.5,11.4,False,,True,True,-3.0,20k_100k,liquid,normal,18822457888.86,2.011,-0.197,0.0,74.0,36.5,False,True
030200.KS,KRX,risk,balanced,2025-09-24,48658.3046875,52300.0,7.48,40.4,44.1,False,,True,True,-3.15,20k_100k,liquid,normal,18822457888.86,2.011,-0.197,0.0,74.0,36.5,False,True
030200.KS,KRX,risk,aggressive,2025-09-24,48658.3046875,54900.0,12.83,32.1,101.7,False,,True,True,-4.24,20k_100k,liquid,normal,18822457888.86,2.011,-0.197,0.0,74.0,36.5,False,True
030200.KS,KRX,pullback,pullback_main,2025-09-24,48658.3046875,56089.0,15.27,58.4,,False,,True,True,-3.47,20k_100k,liquid,normal,18822457888.86,2.011,-0.197,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-09-24,48658.3046875,63350.0,30.19,39.6,,False,,True,True,-3.47,20k_100k,liquid,normal,18822457888.86,2.011,-0.197,,,,,True
030200.KS,KRX,risk,conservative,2025-10-22,48466.73828125,49550.0,2.24,72.3,12.1,False,,True,True,-2.97,20k_100k,liquid,normal,16852702374.99,1.609,-0.791,2.0,24.0,11.7,False,True
030200.KS,KRX,risk,balanced,2025-10-22,48466.73828125,52050.0,7.39,43.9,44.9,False,,True,True,-1.72,20k_100k,liquid,normal,16852702374.99,1.609,-0.791,2.0,24.0,11.7,False,True
030200.KS,KRX,risk,aggressive,2025-10-22,48466.73828125,54650.0,12.76,33.8,104.3,False,,True,True,-2.55,20k_100k,liquid,normal,16852702374.99,1.609,-0.791,2.0,24.0,11.7,False,True
030200.KS,KRX,pullback,pullback_main,2025-10-22,48466.73828125,54763.0,12.99,60.2,,False,,True,True,-2.85,20k_100k,liquid,normal,16852702374.99,1.609,-0.791,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-10-22,48466.73828125,62367.0,28.68,41.0,,False,,True,True,-2.85,20k_100k,liquid,normal,16852702374.99,1.609,-0.791,,,,,True
030200.KS,KRX,risk,conservative,2025-11-12,47949.98046875,48700.0,1.56,73.9,8.3,True,1.0,False,True,1.47,20k_100k,liquid,low,17622023735.78,1.489,-0.303,3.0,24.0,16.6,False,True
030200.KS,KRX,risk,balanced,2025-11-12,47949.98046875,51150.0,6.67,45.1,36.6,True,15.0,False,True,6.6,20k_100k,liquid,low,17622023735.78,1.489,-0.303,3.0,24.0,16.6,False,True
030200.KS,KRX,risk,aggressive,2025-11-12,47949.98046875,53700.0,11.99,35.0,96.4,True,46.0,False,True,11.93,20k_100k,liquid,low,17622023735.78,1.489,-0.303,3.0,24.0,16.6,False,True
030200.KS,KRX,pullback,pullback_main,2025-11-12,47949.98046875,53639.0,11.86,60.4,,True,46.0,False,True,11.8,20k_100k,liquid,low,17622023735.78,1.489,-0.303,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-11-12,47949.98046875,60727.0,26.65,41.1,,True,62.0,False,True,26.63,20k_100k,liquid,low,17622023735.78,1.489,-0.303,,,,,True
030200.KS,KRX,risk,conservative,2025-12-03,51392.29296875,52550.0,2.25,76.1,9.6,True,9.0,False,True,1.47,20k_100k,liquid,normal,16307541110.5,1.509,0.377,4.0,0.0,92.0,False,True
030200.KS,KRX,risk,balanced,2025-12-03,51392.29296875,55150.0,7.31,47.8,35.5,True,36.0,False,True,6.51,20k_100k,liquid,normal,16307541110.5,1.509,0.377,4.0,0.0,92.0,False,True
030200.KS,KRX,risk,aggressive,2025-12-03,51392.29296875,57950.0,12.76,39.8,84.3,False,,True,True,-3.43,20k_100k,liquid,normal,16307541110.5,1.509,0.377,4.0,0.0,92.0,False,True
030200.KS,KRX,pullback,pullback_main,2025-12-03,51392.29296875,51906.0,1.0,60.8,,False,,True,True,-3.78,20k_100k,liquid,normal,16307541110.5,1.509,0.377,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-12-03,51392.29296875,56089.0,9.14,42.8,,False,,True,True,-3.78,20k_100k,liquid,normal,16307541110.5,1.509,0.377,,,,,True
030200.KS,KRX,risk,conservative,2025-12-24,51780.16015625,52800.0,1.97,76.0,6.2,True,14.0,False,True,0.44,20k_100k,liquid,normal,21460401382.97,2.127,1.124,4.0,8.0,65.6,True,True
030200.KS,KRX,risk,balanced,2025-12-24,51780.16015625,55450.0,7.09,49.2,25.8,False,,True,True,-3.86,20k_100k,liquid,normal,21460401382.97,2.127,1.124,4.0,8.0,65.6,True,True
030200.KS,KRX,risk,aggressive,2025-12-24,51780.16015625,58200.0,12.4,43.1,64.4,False,,True,True,-4.67,20k_100k,liquid,normal,21460401382.97,2.127,1.124,4.0,8.0,65.6,True,True
030200.KS,KRX,pullback,pullback_main,2025-12-24,51780.16015625,52847.0,2.06,65.3,,True,14.0,False,True,0.53,20k_100k,liquid,normal,21460401382.97,2.127,1.124,,,,,True
030200.KS,KRX,pullback,pullback_ext,2025-12-24,51780.16015625,56089.0,8.32,43.9,,True,30.0,False,True,6.72,20k_100k,liquid,normal,21460401382.97,2.127,1.124,,,,,True
030200.KS,KRX,risk,conservative,2026-01-19,51974.08984375,53250.0,2.45,76.8,6.8,True,1.0,False,True,1.86,20k_100k,liquid,normal,18884926624.22,2.345,0.187,4.0,10.0,85.3,False,True
030200.KS,KRX,risk,balanced,2026-01-19,51974.08984375,55900.0,7.55,50.4,26.9,True,15.0,False,True,6.95,20k_100k,liquid,normal,18884926624.22,2.345,0.187,4.0,10.0,85.3,False,True
030200.KS,KRX,risk,aggressive,2026-01-19,51974.08984375,59950.0,15.35,44.3,65.5,True,16.0,False,True,14.73,20k_100k,liquid,normal,18884926624.22,2.345,0.187,4.0,10.0,85.3,False,True
030200.KS,KRX,pullback,pullback_main,2026-01-19,51974.08984375,53526.0,2.99,65.3,,True,1.0,False,True,2.39,20k_100k,liquid,normal,18884926624.22,2.345,0.187,,,,,True
030200.KS,KRX,pullback,pullback_ext,2026-01-19,51974.08984375,58706.0,12.95,43.9,,True,16.0,False,True,12.34,20k_100k,liquid,normal,18884926624.22,2.345,0.187,,,,,True
030200.KS,KRX,risk,conservative,2026-02-09,57501.1875,60150.0,4.61,78.0,8.7,True,2.0,False,True,2.99,20k_100k,liquid,normal,28720682510.72,2.855,1.18,4.0,0.0,82.3,False,True
030200.KS,KRX,risk,balanced,2026-02-09,57501.1875,63100.0,9.74,51.0,27.7,True,3.0,False,True,8.06,20k_100k,liquid,normal,28720682510.72,2.855,1.18,4.0,0.0,82.3,False,True
030200.KS,KRX,risk,aggressive,2026-02-09,57501.1875,67400.0,17.21,47.0,53.6,False,,True,True,-6.12,20k_100k,liquid,normal,28720682510.72,2.855,1.18,4.0,0.0,82.3,False,True
030200.KS,KRX,pullback,pullback_main,2026-02-09,57501.1875,58272.0,1.34,61.1,,True,1.0,False,True,-0.24,20k_100k,liquid,normal,28720682510.72,2.855,1.18,,,,,True
030200.KS,KRX,pullback,pullback_ext,2026-02-09,57501.1875,70769.0,23.07,41.5,,False,,True,True,-7.21,20k_100k,liquid,normal,28720682510.72,2.855,1.18,,,,,True
030200.KS,KRX,risk,conservative,2026-03-06,57721.85546875,60300.0,4.47,64.8,7.8,True,18.0,False,True,10.26,20k_100k,liquid,high,39201065820.31,5.26,-5.593,1.0,57.0,30.8,True,True
030200.KS,KRX,risk,balanced,2026-03-06,57721.85546875,63300.0,9.66,40.3,27.1,False,,False,False,,20k_100k,liquid,high,39201065820.31,5.26,-5.593,1.0,57.0,30.8,True,True
030200.KS,KRX,risk,aggressive,2026-03-06,57721.85546875,68600.0,18.85,31.9,54.2,False,,True,True,-1.67,20k_100k,liquid,high,39201065820.31,5.26,-5.593,1.0,57.0,30.8,True,True
030200.KS,KRX,pullback,pullback_main,2026-03-06,57721.85546875,67295.0,16.58,51.6,,False,,True,True,-2.33,20k_100k,liquid,high,39201065820.31,5.26,-5.593,,,,,True
030200.KS,KRX,pullback,pullback_ext,2026-03-06,57721.85546875,78141.0,35.38,33.6,,False,,True,True,-2.33,20k_100k,liquid,high,39201065820.31,5.26,-5.593,,,,,True
030200.KS,KRX,risk,conservative,2026-03-27,59482.859375,62250.0,4.65,73.5,10.0,True,9.0,False,True,8.37,20k_100k,liquid,normal,28446139193.22,3.219,-3.783,3.0,30.0,45.5,False,True
030200.KS,KRX,risk,balanced,2026-03-27,59482.859375,65300.0,9.78,46.8,30.5,False,,True,True,-0.54,20k_100k,liquid,normal,28446139193.22,3.219,-3.783,3.0,30.0,45.5,False,True
030200.KS,KRX,risk,aggressive,2026-03-27,59482.859375,69900.0,17.51,42.0,58.2,False,,True,True,-2.2,20k_100k,liquid,normal,28446139193.22,3.219,-3.783,3.0,30.0,45.5,False,True
030200.KS,KRX,pullback,pullback_main,2026-03-27,59482.859375,67295.0,13.13,64.8,,False,,True,True,-3.16,20k_100k,liquid,normal,28446139193.22,3.219,-3.783,,,,,True
030200.KS,KRX,pullback,pullback_ext,2026-03-27,59482.859375,84155.0,41.48,44.0,,False,,True,True,-3.16,20k_100k,liquid,normal,28446139193.22,3.219,-3.783,,,,,True
017670.KS,KRX,risk,conservative,2025-06-30,54924.91015625,56050.0,2.05,77.1,7.7,True,2.0,False,True,1.11,20k_100k,liquid,normal,51477787073.74,1.65,0.529,4.0,0.0,92.0,False,True
017670.KS,KRX,risk,balanced,2025-06-30,54924.91015625,58850.0,7.15,49.2,31.1,False,,True,True,-4.59,20k_100k,liquid,normal,51477787073.74,1.65,0.529,4.0,0.0,92.0,False,True
017670.KS,KRX,risk,aggressive,2025-06-30,54924.91015625,61800.0,12.52,42.2,75.8,False,,True,True,-3.87,20k_100k,liquid,normal,51477787073.74,1.65,0.529,4.0,0.0,92.0,False,True
017670.KS,KRX,pullback,pullback_main,2025-06-30,54924.91015625,56045.0,2.04,61.8,,True,2.0,False,True,1.1,20k_100k,liquid,normal,51477787073.74,1.65,0.529,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-06-30,54924.91015625,60993.0,11.05,42.3,,False,,True,True,-4.21,20k_100k,liquid,normal,51477787073.74,1.65,0.529,,,,,True
017670.KS,KRX,risk,conservative,2025-07-21,54149.953125,55850.0,3.14,70.0,12.9,False,,True,True,-4.52,20k_100k,liquid,normal,49768884364.68,2.159,0.537,2.0,32.0,8.0,False,True
017670.KS,KRX,risk,balanced,2025-07-21,54149.953125,58700.0,8.4,43.6,46.1,False,,True,True,-3.87,20k_100k,liquid,normal,49768884364.68,2.159,0.537,2.0,32.0,8.0,False,True
017670.KS,KRX,risk,aggressive,2025-07-21,54149.953125,61600.0,13.76,36.0,96.3,False,,True,True,-4.97,20k_100k,liquid,normal,49768884364.68,2.159,0.537,2.0,32.0,8.0,False,True
017670.KS,KRX,pullback,pullback_main,2025-07-21,54149.953125,56281.0,3.94,61.4,,False,,True,True,-5.23,20k_100k,liquid,normal,49768884364.68,2.159,0.537,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-07-21,54149.953125,64524.0,19.16,42.1,,False,,True,True,-5.23,20k_100k,liquid,normal,49768884364.68,2.159,0.537,,,,,True
017670.KS,KRX,risk,conservative,2025-08-11,54149.953125,54950.0,1.48,71.1,9.9,False,,True,True,-1.88,20k_100k,liquid,low,31116327523.77,1.469,-0.0,2.0,32.0,8.3,False,True
017670.KS,KRX,risk,balanced,2025-08-11,54149.953125,57700.0,6.56,43.2,43.8,False,,True,True,-2.62,20k_100k,liquid,low,31116327523.77,1.469,-0.0,2.0,32.0,8.3,False,True
017670.KS,KRX,risk,aggressive,2025-08-11,54149.953125,60550.0,11.82,32.8,115.4,False,,True,True,-3.54,20k_100k,liquid,low,31116327523.77,1.469,-0.0,2.0,32.0,8.3,False,True
017670.KS,KRX,pullback,pullback_main,2025-08-11,54149.953125,56281.0,3.94,59.7,,False,,True,True,-3.34,20k_100k,liquid,low,31116327523.77,1.469,-0.0,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-08-11,54149.953125,64524.0,19.16,40.7,,False,,True,True,-3.34,20k_100k,liquid,low,31116327523.77,1.469,-0.0,,,,,True
017670.KS,KRX,risk,conservative,2025-09-02,53793.453125,54500.0,1.31,69.5,14.7,False,,True,True,-1.6,20k_100k,liquid,low,30433257888.33,1.078,-0.0,0.0,38.0,8.0,False,True
017670.KS,KRX,risk,balanced,2025-09-02,53793.453125,57200.0,6.33,39.5,66.3,False,,True,True,-2.06,20k_100k,liquid,low,30433257888.33,1.078,-0.0,0.0,38.0,8.0,False,True
017670.KS,KRX,risk,aggressive,2025-09-02,53793.453125,60100.0,11.72,25.4,183.7,False,,True,True,-2.71,20k_100k,liquid,low,30433257888.33,1.078,-0.0,0.0,38.0,8.0,False,True
017670.KS,KRX,pullback,pullback_main,2025-09-02,53793.453125,56281.0,4.62,54.4,,False,,True,True,-2.56,20k_100k,liquid,low,30433257888.33,1.078,-0.0,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-09-02,53793.453125,59574.0,10.75,36.7,,False,,True,True,-2.56,20k_100k,liquid,low,30433257888.33,1.078,-0.0,,,,,True
017670.KS,KRX,risk,conservative,2025-09-24,54186.82421875,55250.0,1.96,75.4,18.1,False,,True,True,-2.41,20k_100k,liquid,low,29255947569.24,1.05,-0.0,4.0,0.0,20.2,False,True
017670.KS,KRX,risk,balanced,2025-09-24,54186.82421875,58000.0,7.04,42.5,66.2,False,,True,True,-1.94,20k_100k,liquid,low,29255947569.24,1.05,-0.0,4.0,0.0,20.2,False,True
017670.KS,KRX,risk,aggressive,2025-09-24,54186.82421875,60950.0,12.48,28.9,160.6,False,,True,True,-2.5,20k_100k,liquid,low,29255947569.24,1.05,-0.0,4.0,0.0,20.2,False,True
017670.KS,KRX,pullback,pullback_main,2025-09-24,54186.82421875,56281.0,3.86,64.7,,False,,True,True,-2.5,20k_100k,liquid,low,29255947569.24,1.05,-0.0,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-09-24,54186.82421875,61415.0,13.34,43.8,,False,,True,True,-2.5,20k_100k,liquid,low,29255947569.24,1.05,-0.0,,,,,True
017670.KS,KRX,risk,conservative,2025-10-22,53695.109375,54650.0,1.78,72.3,14.9,False,,True,True,-1.71,20k_100k,liquid,low,38491189876.58,1.033,-0.366,2.0,26.0,11.1,False,True
017670.KS,KRX,risk,balanced,2025-10-22,53695.109375,57350.0,6.81,40.2,60.0,False,,True,True,-1.52,20k_100k,liquid,low,38491189876.58,1.033,-0.366,2.0,26.0,11.1,False,True
017670.KS,KRX,risk,aggressive,2025-10-22,53695.109375,60250.0,12.21,25.5,155.0,False,,True,True,-2.08,20k_100k,liquid,low,38491189876.58,1.033,-0.366,2.0,26.0,11.1,False,True
017670.KS,KRX,pullback,pullback_main,2025-10-22,53695.109375,55409.0,3.19,61.2,,False,,True,True,-2.11,20k_100k,liquid,low,38491189876.58,1.033,-0.366,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-10-22,53695.109375,58315.0,8.6,41.8,,False,,True,True,-2.11,20k_100k,liquid,low,38491189876.58,1.033,-0.366,,,,,True
017670.KS,KRX,risk,conservative,2025-11-12,53203.39453125,54100.0,1.69,72.0,8.6,True,42.0,False,True,1.47,20k_100k,liquid,normal,47027176706.5,1.598,-0.185,3.0,22.0,40.9,True,True
017670.KS,KRX,risk,balanced,2025-11-12,53203.39453125,56800.0,6.76,44.3,35.3,False,,True,True,-2.01,20k_100k,liquid,normal,47027176706.5,1.598,-0.185,3.0,22.0,40.9,True,True
017670.KS,KRX,risk,aggressive,2025-11-12,53203.39453125,59650.0,12.12,35.1,91.4,False,,True,True,-2.67,20k_100k,liquid,normal,47027176706.5,1.598,-0.185,3.0,22.0,40.9,True,True
017670.KS,KRX,pullback,pullback_main,2025-11-12,53203.39453125,54777.0,2.96,61.8,,True,45.0,False,True,2.75,20k_100k,liquid,normal,47027176706.5,1.598,-0.185,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-11-12,53203.39453125,59006.0,10.91,42.3,,True,46.0,False,True,10.71,20k_100k,liquid,normal,47027176706.5,1.598,-0.185,,,,,True
017670.KS,KRX,risk,conservative,2025-12-03,53006.7109375,54250.0,2.35,72.0,15.3,False,,True,True,-1.93,20k_100k,liquid,low,49189311517.04,1.299,-0.371,3.0,24.0,17.0,False,True
017670.KS,KRX,risk,balanced,2025-12-03,53006.7109375,56950.0,7.44,42.0,51.3,False,,True,True,-1.84,20k_100k,liquid,low,49189311517.04,1.299,-0.371,3.0,24.0,17.0,False,True
017670.KS,KRX,risk,aggressive,2025-12-03,53006.7109375,59800.0,12.82,29.7,121.6,False,,True,True,-2.6,20k_100k,liquid,low,49189311517.04,1.299,-0.371,3.0,24.0,17.0,False,True
017670.KS,KRX,pullback,pullback_main,2025-12-03,53006.7109375,54777.0,3.34,62.9,,False,,True,True,-2.63,20k_100k,liquid,low,49189311517.04,1.299,-0.371,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-12-03,53006.7109375,59006.0,11.32,43.1,,False,,True,True,-2.63,20k_100k,liquid,low,49189311517.04,1.299,-0.371,,,,,True
017670.KS,KRX,risk,conservative,2025-12-24,52514.99609375,53200.0,1.3,68.5,14.5,False,,True,True,-1.48,20k_100k,liquid,low,26999467092.53,1.057,-0.187,0.0,56.0,8.0,False,True
017670.KS,KRX,risk,balanced,2025-12-24,52514.99609375,55900.0,6.45,36.9,64.2,True,15.0,False,True,6.25,20k_100k,liquid,low,26999467092.53,1.057,-0.187,0.0,56.0,8.0,False,True
017670.KS,KRX,risk,aggressive,2025-12-24,52514.99609375,58650.0,11.68,22.0,191.4,True,16.0,False,True,11.49,20k_100k,liquid,low,26999467092.53,1.057,-0.187,0.0,56.0,8.0,False,True
017670.KS,KRX,pullback,pullback_main,2025-12-24,52514.99609375,54384.0,3.56,57.7,,True,14.0,False,True,3.35,20k_100k,liquid,low,26999467092.53,1.057,-0.187,,,,,True
017670.KS,KRX,pullback,pullback_ext,2025-12-24,52514.99609375,58219.0,10.86,39.2,,True,15.0,False,True,10.67,20k_100k,liquid,low,26999467092.53,1.057,-0.187,,,,,True
017670.KS,KRX,risk,conservative,2026-01-19,58218.87109375,59850.0,2.8,77.0,10.5,True,1.0,False,True,1.88,20k_100k,liquid,normal,40957191221.77,1.605,0.507,4.0,0.0,92.0,False,True
017670.KS,KRX,risk,balanced,2026-01-19,58218.87109375,62900.0,8.04,47.9,35.1,True,6.0,False,True,7.1,20k_100k,liquid,normal,40957191221.77,1.605,0.507,4.0,0.0,92.0,False,True
017670.KS,KRX,risk,aggressive,2026-01-19,58218.87109375,66000.0,13.37,40.6,77.2,True,6.0,False,True,12.39,20k_100k,liquid,normal,40957191221.77,1.605,0.507,4.0,0.0,92.0,False,True
017670.KS,KRX,pullback,pullback_main,2026-01-19,58218.87109375,59198.0,1.68,65.2,,True,1.0,False,True,0.77,20k_100k,liquid,normal,40957191221.77,1.605,0.507,,,,,True
017670.KS,KRX,pullback,pullback_ext,2026-01-19,58218.87109375,68870.0,18.29,44.0,,True,6.0,False,True,17.3,20k_100k,liquid,normal,40957191221.77,1.605,0.507,,,,,True
017670.KS,KRX,risk,conservative,2026-02-09,72183.5390625,76600.0,6.12,74.8,6.2,True,3.0,False,True,4.15,20k_100k,liquid,high,134539798170.98,5.946,1.499,4.0,22.0,92.0,True,True
017670.KS,KRX,risk,balanced,2026-02-09,72183.5390625,82550.0,14.36,48.2,21.1,True,4.0,False,True,12.27,20k_100k,liquid,high,134539798170.98,5.946,1.499,4.0,22.0,92.0,True,True
017670.KS,KRX,risk,aggressive,2026-02-09,72183.5390625,92250.0,27.8,40.8,43.0,True,39.0,False,True,25.51,20k_100k,liquid,high,134539798170.98,5.946,1.499,4.0,22.0,92.0,True,True
017670.KS,KRX,pullback,pullback_main,2026-02-09,72183.5390625,78084.0,8.17,61.4,,True,4.0,False,True,6.18,20k_100k,liquid,high,134539798170.98,5.946,1.499,,,,,True
017670.KS,KRX,pullback,pullback_ext,2026-02-09,72183.5390625,94016.0,30.25,40.0,,True,39.0,False,True,27.92,20k_100k,liquid,high,134539798170.98,5.946,1.499,,,,,True
017670.KS,KRX,risk,conservative,2026-03-06,75232.15625,80300.0,6.74,70.3,9.3,True,14.0,False,True,13.64,20k_100k,liquid,high,130236559784.05,5.798,-6.405,2.0,46.0,20.0,False,True
017670.KS,KRX,risk,balanced,2026-03-06,75232.15625,85250.0,13.32,43.7,28.6,False,,False,False,,20k_100k,liquid,high,130236559784.05,5.798,-6.405,2.0,46.0,20.0,False,True
017670.KS,KRX,risk,aggressive,2026-03-06,75232.15625,94350.0,25.41,34.3,53.6,True,24.0,False,True,33.59,20k_100k,liquid,high,130236559784.05,5.798,-6.405,2.0,46.0,20.0,False,True
017670.KS,KRX,pullback,pullback_main,2026-03-06,75232.15625,87132.0,15.82,55.2,,True,23.0,False,True,23.34,20k_100k,liquid,high,130236559784.05,5.798,-6.405,,,,,True
017670.KS,KRX,pullback,pullback_ext,2026-03-06,75232.15625,92662.0,23.17,36.5,,True,24.0,False,True,31.2,20k_100k,liquid,high,130236559784.05,5.798,-6.405,,,,,True
017670.KS,KRX,risk,conservative,2026-03-27,78674.15625,81300.0,3.34,74.3,5.5,True,8.0,False,True,6.13,20k_100k,liquid,normal,77039989020.64,3.688,-3.0,3.0,12.0,32.3,False,True
017670.KS,KRX,risk,balanced,2026-03-27,78674.15625,87300.0,10.96,48.3,22.1,False,,True,True,-1.73,20k_100k,liquid,normal,77039989020.64,3.688,-3.0,3.0,12.0,32.3,False,True
017670.KS,KRX,risk,aggressive,2026-03-27,78674.15625,95200.0,21.01,41.6,52.9,True,9.0,False,True,24.35,20k_100k,liquid,normal,77039989020.64,3.688,-3.0,3.0,12.0,32.3,False,True
017670.KS,KRX,pullback,pullback_main,2026-03-27,78674.15625,87132.0,10.75,65.4,,True,8.0,False,True,13.78,20k_100k,liquid,normal,77039989020.64,3.688,-3.0,,,,,True
017670.KS,KRX,pullback,pullback_ext,2026-03-27,78674.15625,96081.0,22.13,44.0,,True,9.0,False,True,25.5,20k_100k,liquid,normal,77039989020.64,3.688,-3.0,,,,,True
352820.KS,KRX,risk,conservative,2025-06-30,308562.9375,316750.0,2.65,74.6,5.8,True,1.0,False,True,1.59,100k_500k,liquid,normal,72400636971.57,2.97,0.647,3.0,12.0,66.9,False,True
352820.KS,KRX,risk,balanced,2025-06-30,308562.9375,335750.0,8.81,48.7,22.2,False,,True,True,-4.77,100k_500k,liquid,normal,72400636971.57,2.97,0.647,3.0,12.0,66.9,False,True
352820.KS,KRX,risk,aggressive,2025-06-30,308562.9375,360750.0,16.91,43.6,53.7,False,,True,True,-5.81,100k_500k,liquid,normal,72400636971.57,2.97,0.647,3.0,12.0,66.9,False,True
